Date,Bitcoin,M1,PHILA,NASDAQ,SP500,Energy,Materials,Industrials,Consumer.Discretionary,Consumer.Staples,Health.Care,Financials,IT,Communication.Services,Utilities,Real.Estate,Gold,Bond10yr,Bond2yr,Oil
2020-02-10,9934.433594,3839.2,1892.798,9628.391,3352.09,405.24133,377.32785,709.17255,1028.7631,662.4842,1205.4073,513.55945,1772.3567,190.45839,349.05823,250.825,"1,572.30",1.56,1.37,49.59
2020-02-24,8562.454102,3948.7,1801.232,9221.281,3225.89,386.69626,368.0781,683.1454,994.6399,648.06146,1164.1404,493.01062,1670.3196,182.85057,351.54053,256.232,"1,660.72",1.38,1.26,51.36
2020-03-02,8108.116211,4078.4,1765.376,8952.164,3090.23,353.67755,344.37988,635.3971,947.781,627.8423,1127.5687,462.16492,1637.6125,177.39458,332.24756,239.208,"1,590.73",1.1,0.84,46.78
2020-03-09,5392.314941,3940.5,1558.163,7950.676,2746.56,254.65488,303.9937,552.41174,852.1313,604.4078,1070.4382,376.6018,1440.205,158.44028,319.66968,221.472,"1,680.20",0.54,0.38,31.05
2020-03-16,5830.254883,4055.1,1298.782,6904.594,2386.13,208.41116,257.52283,468.09918,714.9846,541.4545,948.6112,327.86807,1271.3976,141.15227,256.95224,181.985,"1,514.61",0.73,0.36,28.96
2020-03-23,5922.042969,4374.7,1342.12,6860.672,2237.4,181.03162,241.6692,412.05765,713.8369,500.952,870.98706,293.55392,1239.3889,137.76318,227.74803,158.616,"1,553.81",0.76,0.28,23.33
2020-03-30,6791.129395,4772.3,1545.309,7774.152,2626.65,219.81027,287.35236,505.5384,807.5221,571.5219,1036.9813,356.69843,1441.5962,151.12646,293.57028,199.126,"1,623.30",0.7,0.23,14.1
2020-04-06,6971.091797,4607.1,1592.885,7913.238,2663.68,241.06856,288.23444,509.10135,811.30597,591.376,1065.4313,350.2629,1474.5889,153.4757,283.60504,195.017,"1,663.00",0.67,0.27,26.21
2020-04-13,7189.424805,4620.4,1623.677,8192.426,2761.63,258.5686,316.30563,518.92194,866.22235,592.61224,1095.1495,374.3824,1502.2394,158.29005,299.18738,210.393,"1,714.32",0.76,0.25,22.36
2020-04-20,7679.867188,4879.4,1667.574,8560.727,2823.16,251.59726,308.2757,519.0492,912.36755,609.14996,1164.7855,365.34613,1542.9558,163.17577,295.87018,206.403,"1,694.12",0.63,0.2,-36.98
2020-04-27,8897.46875,5108.9,1725.044,8730.164,2878.48,270.06662,321.78305,533.3167,933.0479,604.23425,1183.7878,374.02463,1572.6947,165.54916,299.49567,211.226,"1,715.57",0.67,0.24,12.17
2020-05-04,8756.430664,15940.7,1661.296,8710.715,2842.74,282.38397,320.75452,519.2107,918.0117,590.5412,1138.7247,362.44333,1583.92,168.53427,285.73816,203.764,"1,701.69",0.64,0.19,20.47
2020-05-11,9670.739258,16072.2,1774.312,9192.344,2930.32,289.7805,325.31067,526.5068,952.998,594.4705,1177.1659,362.42215,1676.9889,174.47255,283.73843,204.252,"1,697.35",0.73,0.17,24.02
2020-05-18,8790.368164,16208,1782.54,9234.828,2953.91,292.87442,334.74997,534.89795,972.4933,596.2897,1178.5782,367.15372,1682.7126,175.8476,288.82492,201.207,"1,732.32",0.73,0.18,31.83
2020-05-18,8790.368164,16208,1782.54,9234.828,2953.91,292.87442,334.74997,534.89795,972.4933,596.2897,1178.5782,367.15372,1682.7126,175.8476,288.82492,201.207,"1,732.32",0.73,0.18,31.83
2020-06-01,9758.852539,16326.6,1843.24,9552.051,3055.73,296.50473,350.28772,571.2832,1011.4408,609.5393,1186.0931,392.01263,1718.8732,182.343,305.2816,218.78,"1,740.34",0.66,0.14,35.49
2020-06-08,9386.788086,16448.6,1998.617,9924.746,3232.39,351.05862,375.37564,642.5778,1065.8608,623.156,1208.5596,442.27133,1789.209,187.27895,317.33258,234.352,"1,695.47",0.88,0.22,38.17
2020-06-15,9303.629883,16548.8,1931.01,9726.023,3066.59,299.53708,348.2352,584.87994,1025.3949,598.325,1136.5912,399.55774,1760.2659,181.81635,297.84622,222.042,"1,725.53",0.71,0.19,37.07
2020-06-22,9143.582031,16546.1,1983.361,10056.477,3117.86,298.2651,353.3286,583.9476,1051.2924,604.38367,1165.7361,394.78094,1828.3269,184.51376,292.80316,217.558,"1,755.44",0.71,0.19,40.6
2020-06-29,9073.942383,16610,1943.897,9874.152,3053.24,281.26324,349.84067,577.246,1033.5609,596.52155,1147.0447,379.5631,1805.4586,177.53076,285.7877,212.996,"1,772.28",0.64,0.16,39.67
2020-07-06,9276.5,16803.7,2046.813,10433.648,3179.72,284.51172,367.4124,591.4367,1108.5984,607.6281,1196.3374,389.19424,1884.6992,187.73122,290.43893,221.591,"1,783.90",0.69,0.16,40.51
2020-07-13,9185.817383,16817.7,2034.141,10390.844,3155.22,268.86523,364.8286,577.09186,1106.4644,617.8839,1180.1807,391.21936,1860.9849,188.61357,293.779,213.772,"1,803.39",0.64,0.16,40.06
2020-07-20,9905.166992,16739.8,2110.469,10767.094,3251.84,273.46072,381.48212,601.0066,1142.4728,625.29956,1233.5503,396.39658,1927.6626,192.99292,301.9185,215.189,"1,816.09",0.62,0.16,40.83
2020-07-27,11053.61426,16620,2104.62,10536.266,3239.41,284.7055,392.22528,609.26373,1132.3059,639.97943,1233.3853,399.5807,1880.0382,189.89798,302.51498,218.371,"1,942.42",0.62,0.15,41.46
2020-08-03,11675.73926,16747.8,2177.27,10902.797,3294.61,272.81247,377.3417,608.31305,1139.5333,640.3956,1241.3903,399.8299,1990.7222,191.63644,305.60126,221.517,"1,977.25",0.56,0.11,40.83
2020-08-10,11892.80371,16822.4,2179.603,10968.355,3360.47,289.24255,391.85992,650.1538,1175.3994,654.1347,1234.8811,414.72635,1992.8651,196.48593,311.8208,225.961,"2,027.77",0.59,0.14,41.94
2020-08-17,11664.84766,16905.6,2227.614,11129.727,3381.99,285.17902,395.40607,651.14746,1199.92,660.4959,1250.4707,410.98386,2014.9833,197.08192,305.17618,224.196,"1,986.20",0.69,0.14,42.89
2020-08-24,11711.50586,16813.4,2219.368,11379.719,3431.28,276.87488,395.6656,656.1481,1230.0372,663.58264,1236.4529,412.52832,2089.2783,202.42183,303.2356,222.801,"1,933.09",0.65,0.14,42.44
2020-08-31,10280.35156,16944.9,2260.432,11775.457,3500.31,266.49667,395.6926,656.2182,1253.9127,671.5256,1259.8845,415.53354,2172.202,209.03749,299.45782,224.574,"1,970.15",0.72,0.14,42.61
2020-08-31,10280.35156,16944.9,2260.432,11775.457,3500.31,266.49667,395.6926,656.2182,1253.9127,671.5256,1259.8845,415.53354,2172.202,209.03749,299.45782,224.574,"1,970.15",0.72,0.14,42.61
2020-09-14,10938.27148,17180.7,2181.748,11056.652,3383.54,245.08955,413.76022,662.42957,1205.2408,665.1476,1232.4824,414.69943,2025.0935,198.01552,301.28265,225.135,1956.37,0.68,0.14,37.23
2020-09-21,10775.26953,17144.1,2154.275,10778.797,3281.06,242.44911,397.9182,641.32666,1156.1296,646.3661,1203.7161,398.24194,1978.141,190.89178,293.24744,214.063,1912.57,0.68,0.14,39.26
2020-09-28,10669.58301,17098.6,2237.639,11117.523,3351.6,234.41966,399.242,658.2272,1209.2052,655.2964,1211.6628,399.9745,2042.3184,194.71075,299.29327,219.021,1880.85,0.67,0.14,40.47
2020-10-05,11384.18164,17252.8,2295.559,11332.484,3408.63,229.05095,405.31546,666.52106,1232.4763,663.5283,1239.4968,410.40936,2067.1929,197.37611,312.309,227.197,1912.9,0.78,0.14,39.12
2020-10-12,11483.35938,17270.2,2433.481,11876.258,3534.22,234.41125,417.39014,686.0102,1287.1443,684.0372,1271.8386,423.89172,2171.4753,203.36569,324.73895,230.071,1921.95,.,.,39.22
2020-10-19,13031.17383,17333,2385.848,11478.883,3426.92,223.97447,411.46185,681.01465,1238.0045,671.9608,1236.952,408.66977,2090.5835,196.61241,322.49164,220.187,1904.27,0.78,0.16,40.69
2020-10-26,13737.10938,17279.3,2308.452,11358.938,3400.97,221.992,404.43173,668.602,1231.9978,663.0746,1242.0331,410.10175,2038.3236,199.98381,328.9449,218.113,1901.69,0.81,0.16,38.39
2020-11-02,15479.56738,17479.7,2260.069,10957.613,3310.24,224.77275,410.3442,658.53674,1175.5563,649.8772,1205.9127,403.78296,1955.3447,196.71576,323.9852,216.81856,1895.1,0.87,0.16,36.6
2020-11-09,15955.58789,17558.3,2497.585,11713.781,3550.5,249.66919,436.74738,710.1352,1238.5607,665.8601,1291.3765,447.8857,2122.0737,210.94127,331.6979,226.42,1861.86,0.96,0.17,40.05
2020-11-16,18370.00195,17649.5,2570.977,11924.129,3626.91,271.08994,441.88766,741.3469,1257.5299,698.6947,1302.8691,458.56396,2150.0273,214.48618,338.08752,233.378,1888.52,0.91,0.19,41.14
2020-11-23,18177.48438,17635.1,2595.253,11880.633,3577.59,286.18192,441.62463,742.963,1253.3601,683.17926,1262.4249,459.26102,2108.9775,211.32468,321.63336,227.41,1835.85,0.86,0.16,42.91
2020-11-30,19345.12109,17729.5,2663.485,12198.738,3621.63,274.4181,445.41333,741.2533,1271.4247,686.368,1276.3094,462.45053,2168.1006,215.30518,317.73322,225.821,1777.02,0.84,0.16,45.2
2020-12-07,19142.38281,17845.8,2806.609,12519.945,3691.96,295.54715,446.5538,748.3,1272.1772,690.6283,1300.7715,476.6747,2219.7507,222.3454,317.11322,228.624,1863.69,0.94,0.14,45.72
2020-12-14,23477.29492,17906.5,2736.25,12440.039,3647.49,295.54828,438.27252,738.4223,1265.5398,687.934,1288.292,465.81442,2191.2437,219.99742,312.51813,222.19,1827.17,0.9,0.13,47.02
2020-12-21,26272.29492,17966.4,2747.29,12742.516,3694.92,288.0594,450.06665,744.2017,1279.1023,688.7539,1299.9907,477.97748,2253.6963,218.61035,310.44803,222.837,1876.21,0.95,0.13,47.79
2020-12-28,32782.02344,17999.4,2744.299,12899.422,3735.36,285.81567,448.829,745.10834,1296.0452,693.2902,1303.3684,483.7688,2296.981,221.75145,312.77246,225.835,1871.19,0.94,0.13,47.5
2021-01-04,38356.44141,18071,2783.212,12698.445,3700.65,286.50092,451.03708,730.44446,1287.8479,688.6863,1316.8896,483.80457,2250.1733,218.5774,310.7642,220.396,1942.28,0.93,0.11,47.47
2021-01-11,35791.27734,18127.6,2969.916,13036.43,3799.61,317.86053,481.60358,757.35004,1326.9972,683.4146,1375.4578,515.4261,2279.541,217.4099,314.04913,218.401,1844.66,1.15,0.14,52.15
2021-01-11,35791.27734,18127.6,2969.916,13036.43,3799.61,317.86053,481.60358,757.35004,1326.9972,683.4146,1375.4578,515.4261,2279.541,217.4099,314.04913,218.401,1844.66,1.15,0.14,52.15
2021-01-25,33114.35938,17995.7,3079.209,13635.992,3855.36,314.1692,465.88303,743.2611,1372.3531,675.78406,1379.8604,500.25583,2359.6238,226.9787,325.90872,231.219,1854.99,1.05,0.13,52.78
2021-02-01,38903.44141,18110.8,2999.99,13403.395,3773.86,298.58978,450.01166,723.9346,1343.8452,659.3708,1345.1666,486.3542,2326.0688,222.616,317.5315,234.166,1860.16,1.09,0.11,53.55
2021-02-08,48717.28906,18143.2,3078.478,13987.641,3915.59,334.49954,465.83463,758.8406,1391.3584,678.9557,1349.6039,518.9537,2404.5632,235.32835,320.63135,236.748,1830.16,1.19,0.11,57.95
2021-02-08,48717.28906,18143.2,3078.478,13987.641,3915.59,334.49954,465.83463,758.8406,1391.3584,678.9557,1349.6039,518.9537,2404.5632,235.32835,320.63135,236.748,1830.16,1.19,0.11,57.95
2021-02-22,45137.76953,18284,3102.009,13533.047,3876.5,357.22427,472.9876,770.7135,1331.8795,668.03687,1328.5272,542.83984,2333.9148,234.5859,305.01773,238.314,1808.66,1.37,0.11,61.67
2021-03-01,51206.69141,18384.6,3169.108,13588.828,3901.82,369.47034,472.82477,783.7633,1322.612,655.7071,1327.312,552.36584,2366.2808,237.5362,301.744,232.619,1723.84,1.45,0.13,60.54
2021-03-08,59302.31641,18487.1,2762.753,12609.16,3821.35,397.13217,477.81912,796.3824,1255.5516,663.5516,1311.3942,565.83936,2206.5437,234.24585,305.77347,230.32,1681.24,1.59,0.17,65.03
2021-03-15,57523.42188,18624.5,3032.047,13459.707,3968.94,395.81018,493.20038,822.89954,1345.7579,678.6381,1341.1217,573.08954,2329.808,240.7898,319.17368,245.04,1731.84,1.62,0.14,65.36
2021-03-22,55950.74609,18813.8,3077.549,13377.543,3940.59,366.3863,488.51733,812.98865,1336.8094,685.0461,1349.5146,559.29254,2317.0322,242.55109,313.52127,242.399,1738.69,1.69,0.15,61.48
2021-03-29,58758.55469,18895.4,3054.628,13059.648,3971.09,376.36673,498.88153,831.5661,1320.0054,710.8772,1370.8728,566.8021,2318.628,238.60838,326.18405,249.43,1711.99,1.73,0.14,61.49
2021-04-05,60204.96484,19109.1,3305.427,13705.59,4077.91,370.56686,505.40002,845.87335,1384.9963,706.7335,1366.3457,577.2181,2428.2178,249.74559,328.75818,252.418,1728.44,1.73,0.17,58.73
2021-04-12,56216.18359,19111.5,3258.332,13849.999,4127.99,360.90784,504.21698,852.86334,1419.3024,711.11414,1376.2363,586.4173,2478.921,250.42502,329.7273,253.555,1732.51,1.69,0.18,59.7
2021-04-19,49004.25391,19116.7,3170.998,13914.766,4163.26,364.97595,516.65704,851.4969,1423.7742,713.9545,1415.0906,586.41595,2495.1704,251.23611,339.88617,259.538,1769.31,1.61,0.16,63.33
2021-04-26,56631.07813,18972.8,3250.258,14138.777,4187.62,361.02875,523.4762,856.1839,1431.3503,705.8504,1435.2598,589.92993,2519.8533,251.0067,336.47012,264.585,1780.19,1.58,0.18,62.02
2021-05-03,58232.31641,19106.2,3073.379,13895.117,4192.66,382.42917,528.9992,870.3957,1426.3956,720.0502,1429.4279,605.1882,2447.342,256.54605,338.86868,265.781,1792.36,1.63,0.16,64.46
2021-05-10,46456.05859,19192.1,2967.106,13401.859,4188.43,404.44604,549.31775,891.14453,1391.392,730.5478,1446.0208,626.5493,2378.5015,252.91057,338.59512,265.625,1835.44,1.63,0.16,64.92
2021-05-17,34770.58203,19255.9,2954.627,13379.047,4163.29,410.52835,556.9001,882.2866,1366.2701,726.65375,1434.0833,629.8656,2369.2869,250.57681,330.94116,262.066,1866.13,1.64,0.16,66.24
2021-05-24,35678.12891,19086,3122.984,13661.172,4197.05,393.75607,548.6056,874.89606,1363.7052,730.5289,1447.9708,626.48035,2431.2065,255.81438,334.18445,267.252,1881.07,1.61,0.15,66.13
2021-05-24,35678.12891,19086,3122.984,13661.172,4197.05,393.75607,548.6056,874.89606,1363.7052,730.5289,1447.9708,626.48035,2431.2065,255.81438,334.18445,267.252,1881.07,1.61,0.15,66.13
2021-06-07,39097.85938,19282.6,3191.656,13881.723,4226.52,414.24808,543.86237,882.25946,1365.6913,731.38446,1425.6014,633.7395,2455.2295,260.03525,331.0192,280.724,1899,1.57,0.16,69.21
2021-06-14,35698.29688,19371.8,3255.34,14174.145,4255.15,411.8548,532.5871,868.7394,1390.1837,726.4557,1449.3859,616.1387,2515.4258,262.86536,334.37384,284.807,1865.99,1.51,0.16,70.94
2021-06-21,34649.64453,19280.6,3171.985,14141.48,4224.79,408.72827,515.91,858.4686,1395.0453,713.9852,1455.7322,597.6264,2518.441,260.39075,327.85193,281.431,1782.95,1.5,0.27,73.64
2021-06-28,35287.78125,19238,3323.14,14500.508,4290.61,404.1344,515.9693,861.15265,1427.9253,719.4524,1468.579,609.7838,2578.8193,266.33588,327.52673,279.932,1778.18,1.49,0.25,72.98
2021-06-28,35287.78125,19238,3323.14,14500.508,4290.61,404.1344,515.9693,861.15265,1427.9253,719.4524,1468.579,609.7838,2578.8193,266.33588,327.52673,279.932,1778.18,1.49,0.25,72.98
2021-07-12,31796.81055,19414.8,3319,14733.238,4384.63,398.98395,522.63153,876.09674,1483.202,723.34204,1504.1487,616.0594,2657.5176,270.38474,329.47375,289.565,1805.88,1.38,0.23,74.21
2021-07-19,35350.1875,19453.5,3147.514,14274.984,4258.49,355.36087,497.9437,843.4139,1419.468,731.64496,1482.866,583.8149,2603.4478,262.88913,331.5876,284.404,1812.34,1.19,0.21,66.45
2021-07-26,39974.89453,19410.3,3276.917,14840.711,4422.3,376.3424,517.56525,875.639,1487.9569,738.4613,1522.0261,605.88794,2712.7898,277.91153,333.9791,289.263,1797.27,1.29,0.22,72.15
2021-08-02,43798.11719,19543.4,3377.493,14681.07,4387.16,370.3321,521.16125,867.26184,1442.7334,736.57385,1541.2002,606.38544,2683.6433,272.7753,337.61856,290.06,1813.39,1.2,0.17,71.31
2021-08-09,47047.00391,19602,3399.759,14860.176,4432.35,368.65854,527.54016,871.597,1442.1487,737.00214,1554.7866,630.431,2709.1926,275.4403,342.3617,290.843,1729.46,1.33,0.23,66.56
2021-08-16,49321.65234,19675.9,3322.642,14793.762,4479.71,364.349,539.69,890.0507,1439.2444,754.67065,1574.6915,639.23755,2732.5566,278.0809,350.04654,292.432,1787.24,1.26,0.21,67.44
2021-08-23,48829.83203,19655.4,3342.006,14942.652,4479.53,356.91693,529.9873,873.26715,1431.4792,750.4459,1584.418,630.4785,2767.3955,279.83295,349.40167,292.493,1805.2,1.25,0.23,65.65
2021-08-30,51753.41016,19692.5,3446.441,15265.891,4528.79,364.92484,538.21356,884.13214,1462.6074,746.85834,1575.5997,637.815,2801.9272,286.17407,347.19144,296.054,1810.17,1.29,0.2,69.28
2021-08-30,51753.41016,19692.5,3446.441,15265.891,4528.79,364.92484,538.21356,884.13214,1462.6074,746.85834,1575.5997,637.815,2801.9272,286.17407,347.19144,296.054,1810.17,1.29,0.2,69.28
2021-09-13,47260.21875,19880.5,3449.68,15105.582,4468.73,367.9039,525.6045,861.9443,1463.9254,746.0663,1539.7297,630.2959,2747.3625,284.47037,345.21658,293.93,1793.49,1.33,0.21,70.54
2021-09-20,43208.53906,19838.4,3338.234,14713.902,4357.73,358.00256,498.85693,836.4675,1434.897,730.4101,1530.6543,608.81195,2676.9363,274.63284,334.42392,289.974,1763.88,1.31,0.23,70.41
2021-09-27,48199.95313,19749.5,3445.442,14969.97,4443.11,399.8298,513.20294,853.8342,1479.9614,731.89124,1517.581,644.7602,2725.846,277.50565,327.0877,282.486,1749.85,1.48,0.31,75.54
2021-10-04,54771.57813,19956.3,3180.056,14255.485,4300.46,415.5955,502.28598,834.0359,1423.1708,713.86444,1462.892,629.8585,2598.618,267.0525,328.94565,281.246,1769.51,1.49,0.27,77.68
2021-10-11,61553.61719,19978.7,3221.23,14486.2,4361.19,427.71118,509.72565,846.87646,1444.3768,726.1734,1468.9926,642.32916,2654.4048,268.50345,324.72064,279.318,1753.86,.,.,80.64
2021-10-18,60930.83594,20059.6,3338.776,15021.809,4486.46,434.89435,527.9195,870.7174,1520.8983,731.4344,1480.8309,656.9229,2761.192,273.21646,330.58783,289.289,1764.6,1.59,0.44,82.62
2021-10-25,61318.95703,19951.4,3392.388,15226.706,4566.48,445.91037,537.48315,887.71893,1557.2798,740.8652,1535.8319,674.12085,2791.246,270.70856,340.16367,298.874,1807.47,1.64,0.47,84.64
2021-11-01,63326.98828,20100,3506.28,15595.915,4613.67,443.1129,535.6188,886.0004,1608.7986,741.6727,1557.2015,669.6643,2834.6838,273.31384,341.18103,299.432,1793.05,1.58,0.5,84.08
2021-11-08,65466.83984,20181.8,3803.33,15982.357,4701.7,445.91223,558.2594,903.0484,1641.8834,752.05237,1557.1041,668.31323,2948.5593,278.60168,336.3452,301.213,1824.26,1.51,0.45,81.96
2021-11-15,58730.47656,20250.4,3793.753,15853.846,4682.8,438.21396,562.74554,904.5563,1611.3876,761.05426,1548.3945,666.7547,2932.9802,278.22,341.9308,302.582,1862.46,1.63,0.53,80.85
2021-11-22,57248.45703,20279.8,3847.124,15854.757,4682.94,419.37708,554.8776,894.80347,1664.4219,755.939,1540.4965,657.0807,2971.412,271.53238,342.64716,299.457,1805.04,1.63,0.63,76.74
2021-11-29,49368.84766,20307.8,3910.538,15782.834,4655.27,421.22162,544.1921,872.8125,1639.0902,752.33374,1540.1519,645.9421,2985.4133,268.9619,342.6008,302.339,1785.01,1.52,0.51,69.88
2021-12-06,50098.33594,20460.4,3800.072,15225.153,4591.67,421.6424,541.895,876.333,1592.3427,756.77,1525.2491,640.084,2923.9023,262.44916,345.82578,302.66,1778.11,1.43,0.65,69.62
2021-12-13,46707.01563,20510.1,3814.428,15413.282,4668.97,418.67368,549.16125,879.2516,1574.9976,780.51904,1579.8378,640.404,3019.1428,264.32275,353.53995,310.76,1786.94,1.42,0.66,71.19
2021-12-20,50809.51563,20634.1,3732.387,14980.944,4568.02,403.8953,538.49664,849.68805,1519.5332,780.4382,1593.5636,627.2069,2908.7236,261.28262,353.67227,309.419,1789.32,1.43,0.65,68.69
2021-12-27,47345.21875,20664.5,4039.512,15871.262,4791.19,427.7407,563.5012,888.52826,1617.4467,793.22375,1642.5912,652.70496,3107.4626,272.06226,356.12946,319.6,1810.9,1.48,0.76,75.49
2022-01-03,41911.60156,20630,4027.217,15832.799,4796.56,435.83362,561.81757,887.588,1655.1665,804.55457,1627.8223,658.13116,3086.7512,268.97357,360.29303,321.634,1800.85,1.63,0.78,75.99
2022-01-10,43113.87891,20633.5,3805.387,14942.828,4670.29,466.32288,555.59973,890.387,1559.6812,801.77344,1583.7876,682.85876,2915.0024,260.358,355.56198,306.866,1801.41,1.78,0.92,78.11
2022-01-10,43113.87891,20633.5,3805.387,14942.828,4670.29,466.32288,555.59973,890.387,1559.6812,801.77344,1583.7876,682.85876,2915.0024,260.358,355.56198,306.866,1801.41,1.78,0.92,78.11
2022-01-24,37917.60156,20443.9,3479.95,13855.13,4410.13,479.43475,528.0937,860.1979,1431.8293,789.2144,1503.8932,636.9074,2717.3015,244.268,346.45096,294.467,1843.06,1.75,0.99,84.48
2022-01-31,42412.43359,20433.2,3483.206,14239.883,4515.55,502.92682,530.576,852.3361,1454.4541,792.3757,1530.4615,649.5226,2843.8816,250.40877,351.67096,297.018,1796.47,1.79,1.18,89.16
2022-02-07,42197.51563,20475.1,3452.332,14015.668,4483.87,532.3108,519.76904,847.10583,1453.1748,792.54443,1538.7172,668.5848,2780.5457,238.47453,347.2199,292.424,1820.31,1.92,1.3,91.25
2022-02-14,38431.37891,20497.9,3370.199,13790.919,4401.67,522.66,523.37555,836.78827,1431.8146,782.39,1501.7885,658.8418,2716.6025,235.2815,337.33063,281.686,1870.29,1.98,1.58,95.52
2022-02-14,38431.37891,20497.9,3370.199,13790.919,4401.67,522.66,523.37555,836.78827,1431.8146,782.39,1501.7885,658.8418,2716.6025,235.2815,337.33063,281.686,1870.29,1.98,1.58,95.52
2022-02-28,38419.98438,20599.3,3429.529,13751.399,4373.94,534.946,523.00116,842.7294,1395.4633,780.488,1513.1962,639.8485,2701.1545,232.92369,343.4989,281.913,1907.9,1.83,1.44,96.13
2022-03-07,37849.66406,20748.5,3098.933,12830.962,4201.09,578.72876,502.8823,824.0176,1285.7936,775.5291,1516.1548,595.0635,2526.9207,218.22104,363.05585,286.689,1998.11,1.78,1.55,119.26
2022-03-14,41247.82422,20801.5,3047.497,12581.22,4173.11,563.7703,511.85126,828.66156,1292.5547,748.81244,1510.1526,611.45264,2476.216,215.6095,355.32465,284.597,1951.11,2.14,1.87,103.22
2022-03-21,46820.49219,20802.9,3423.236,13838.46,4461.18,581.0015,543.7032,868.9397,1426.6166,773.95465,1591.5917,646.2089,2717.9026,230.76581,359.9651,292.874,1935.95,2.32,2.14,112.14
2022-03-28,46453.56641,20796,3547.171,14354.902,4575.52,585.91943,558.60565,877.7467,1491.6682,786.3882,1601.4795,655.86163,2820.3523,237.93723,372.17206,299.241,1923.2,2.46,2.35,107.55
2022-04-04,42207.67188,20941,3424.95,14532.554,4582.64,587.29065,559.4927,862.86255,1499.9314,798.8162,1597.2166,633.24725,2842.7883,242.57788,380.57553,307.571,1932.44,2.42,2.43,103.29
2022-04-11,39716.95313,20935.7,3055.085,13411.956,4412.53,586.88184,552.8677,839.3311,1390.9343,819.37976,1631.8416,627.0355,2607.3057,226.8595,385.53186,306.665,1953.43,2.79,2.5,94.22
2022-04-18,39469.29297,21017.1,3085.187,13332.358,4391.69,616.79553,559.6918,842.21265,1411.0117,817.81354,1597.7291,617.14465,2583.122,223.4598,384.58527,304.24,1978.5,2.85,2.46,108.24
2022-04-25,38469.09375,20592.9,3042.392,13004.852,4296.12,560.52545,536.82916,832.2506,1391.8757,831.0738,1567.8403,602.2868,2545.758,209.62785,374.628,307.384,1897.69,2.81,2.63,99.6
2022-05-02,34059.26563,20610.3,3022.241,12536.017,4155.38,580.2424,532.2119,805.92175,1289.4595,800.045,1508.1243,573.81757,2516.6929,202.83197,358.09976,283.964,1862.77,2.99,2.73,105.18
2022-05-09,31305.11328,20549.3,2829.103,11623.248,3991.24,578.2649,513.8035,787.94824,1176.8993,800.0212,1472.7981,562.80255,2364.5813,195.25406,363.5435,267.433,1853.92,3.05,2.61,103.08
2022-05-16,30323.72266,20576.8,2920.058,11662.791,4008.01,628.30597,516.8318,784.9442,1162.1749,805.6426,1507.7516,551.9795,2353.696,198.62871,362.69458,267.381,1823.79,2.88,2.58,114.07
2022-05-23,29445.95703,20520.1,2898.428,11535.275,3973.75,635.50604,526.70154,769.5662,1105.9132,748.1266,1523.0554,564.15857,2339.8467,197.2997,367.2203,268.024,1853.22,2.86,2.65,110.32
2022-05-23,29445.95703,20520.1,2898.428,11535.275,3973.75,635.50604,526.70154,769.5662,1105.9132,748.1266,1523.0554,564.15857,2339.8467,197.2997,367.2203,268.024,1853.22,2.86,2.65,110.32
2022-06-06,26762.64844,20597.4,3062.735,12061.37,4121.43,676.16327,547.73083,808.669,1212.9017,764.89703,1510.3822,580.0247,2443.4102,202.42317,377.4103,273.16,1841,3.04,2.73,118.41
2022-06-13,20553.27148,20567.9,2673.004,10809.225,3749.63,636.31793,491.07196,742.3074,1075.199,728.27026,1415.2135,522.7786,2184.2888,183.65451,343.52954,244.812,1818.77,3.43,3.4,120.92
2022-06-13,20553.27148,20567.9,2673.004,10809.225,3749.63,636.31793,491.07196,742.3074,1075.199,728.27026,1415.2135,522.7786,2184.2888,183.65451,343.52954,244.812,1818.77,3.43,3.4,120.92
2022-06-27,19297.07617,20481,2713.475,11524.551,3900.11,562.23737,477.46677,749.54785,1140.5276,756.9109,1512.604,536.37366,2317.983,194.14299,353.69214,261.285,1822.73,3.2,3.08,111.44
2022-06-27,19297.07617,20481,2713.475,11524.551,3900.11,562.23737,477.46677,749.54785,1140.5276,756.9109,1512.604,536.37366,2317.983,194.14299,353.69214,261.285,1822.73,3.2,3.08,111.44
2022-07-11,20779.34375,20515.1,2553.685,11372.599,3854.43,536.0659,458.13007,738.5353,1117.2324,756.1414,1521.0074,529.20514,2291.6921,190.99559,357.07623,258.042,1733.67,2.99,3.07,106.09
2022-07-18,22609.16406,20477.4,2679.571,11360.048,3830.85,534.5639,454.30295,730.1323,1139.4468,750.6198,1484.8949,526.0388,2293.2341,188.00565,349.504,254.104,1709.01,2.96,3.15,104.48
2022-07-25,23336.89648,20414.2,2825.034,11782.667,3966.84,562.959,474.09198,768.3124,1203.8826,764.6333,1520.6537,547.73883,2386.0447,187.35144,357.28604,264.798,1718.78,2.81,3,99.83
2022-08-01,23175.89063,20476.8,2978.317,12368.976,4118.63,585.6729,487.30698,809.29297,1288.0748,782.83356,1530.6512,555.04095,2517.477,191.73634,376.03204,275.018,1771.73,2.6,2.9,96.59
2022-08-08,24319.33398,20454.5,3004.34,12644.459,4140.06,560.62,487.64206,812.2016,1300.2893,773.78204,1534.4832,558.72003,2549.1587,195.50801,377.53378,275.68,1788.52,2.77,3.21,93.52
